ubigeo,district,provincia,region,id,area,pobreza_pct,pobreza_quintil,educ_baja_pct,nivel_educativo,pct_mujeres_18_35,poblacion_mujeres,tolerancia_social,riesgo,n_cem,n_refugios,n_otros_servicios,linea100_cobertura,acceso_telefonia_pct,n_servicios_total,acceso,prioridad,riesgo_cat,acceso_cat,semaforo,recomendacion
120101,Huancayo,Huancayo,Junin,,Urbana,14.5,Q1,21.6,Alto,45.4,15317.0,0.288,0.172,0.0,0.0,1.0,True,80.4,,0.445,0.095,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
151031,Tupe,Yauyos,Lima,,Urbana,6.5,Q1,26.9,Medio,47.0,17693.0,0.647,0.356,0.0,1.0,1.0,False,78.6,,0.359,0.228,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
150513,San Antonio,Cañete,Lima,,Urbana,11.0,Q1,27.3,Medio,41.1,49169.0,0.618,0.213,0.0,0.0,4.0,False,83.7,,0.547,0.096,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
090303,Callanmarca,Angaraes,Huancavelica,,Rural,39.2,Q2,47.6,Medio,37.6,5285.0,0.672,0.573,1.0,0.0,1.0,True,50.7,,0.489,0.293,Alto,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
151032,Viñac,Yauyos,Lima,,Rural,27.1,Q2,51.1,Bajo,33.5,5362.0,0.818,0.604,1.0,0.0,0.0,True,41.7,,0.343,0.397,Alto,,Medio,Alto riesgo con acceso bajo → Fortalecer servicios existentes
151009,Chocos,Yauyos,Lima,,Urbana,16.3,Q1,6.4,Alto,45.6,13778.0,0.336,0.127,3.0,1.0,2.0,True,77.9,,0.877,0.016,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
050901,Querobamba,Sucre,Ayacucho,,Urbana,34.8,Q2,23.5,Alto,25.4,36204.0,0.539,0.251,0.0,0.0,3.0,True,75.5,,0.587,0.104,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150609,San Miguel De Acos,Huaral,Lima,,Urbana,23.1,Q2,27.8,Medio,36.2,6347.0,0.356,0.298,1.0,1.0,1.0,True,88.8,,0.628,0.111,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150601,Huaral,Huaral,Lima,,Urbana,11.0,Q1,5.9,Alto,34.6,35883.0,0.126,0.114,1.0,1.0,2.0,True,86.8,,0.741,0.03,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120804,Marcapomacocha,Yauli,Junin,,Urbana,9.1,Q1,16.3,Alto,34.7,38564.0,0.344,0.273,0.0,0.0,1.0,False,84.9,,0.27,0.199,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
080105,San Sebastian,Cusco,Cusco,,Rural,52.9,Q3,37.0,Medio,37.8,3315.0,0.814,0.564,2.0,0.0,1.0,False,30.8,,0.335,0.375,Alto,,Medio,Alta tolerancia social → Priorizar campañas de sensibilización
050303,Sacsamarca,Huanca Sancos,Ayacucho,,Urbana,12.4,Q1,28.9,Medio,43.6,66213.0,0.762,0.294,2.0,0.0,0.0,True,76.8,,0.508,0.145,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
051010,Hualla,Victor Fajardo,Ayacucho,,Rural,41.3,Q3,44.8,Medio,31.0,1586.0,0.335,0.526,0.0,0.0,0.0,False,26.9,,0.103,0.472,Medio,,Medio,Riesgo medio sin CEM → Considerar punto de atención
050301,Sancos,Huanca Sancos,Ayacucho,,Rural,47.3,Q3,58.7,Bajo,37.9,5440.0,0.353,0.617,0.0,0.0,1.0,True,31.0,,0.363,0.393,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
081211,Oropesa,Quispicanchi,Cusco,,Rural,49.7,Q3,65.5,Bajo,48.4,2405.0,0.347,0.6,1.0,0.0,1.0,True,21.5,,0.397,0.362,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
090109,Laria,Huancavelica,Huancavelica,,Rural,54.8,Q3,66.5,Bajo,52.9,1480.0,0.29,0.651,0.0,2.0,3.0,True,39.6,,0.721,0.182,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
150730,Santiago De Tuna,Huarochiri,Lima,,Urbana,21.6,Q2,9.1,Alto,40.6,51058.0,0.476,0.28,1.0,2.0,0.0,True,70.2,,0.553,0.125,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120121,Huayucachi,Huancayo,Junin,,Urbana,20.2,Q2,16.9,Alto,40.2,35384.0,0.546,0.252,0.0,0.0,0.0,True,81.4,,0.272,0.183,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030208,Pacobamba,Andahuaylas,Apurimac,,Urbana,9.3,Q1,14.6,Alto,35.1,72819.0,0.441,0.147,0.0,0.0,0.0,False,83.9,,0.222,0.114,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120214,San Jose De Quero,Concepcion,Junin,,Rural,47.4,Q3,73.5,Bajo,40.1,5436.0,0.066,0.72,0.0,0.0,2.0,True,20.4,,0.396,0.435,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
090707,Huachocolpa,Tayacaja,Huancavelica,,Rural,47.4,Q3,42.3,Medio,50.2,4059.0,0.215,0.583,0.0,0.0,1.0,True,35.9,,0.315,0.399,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
151014,Huancaya,Yauyos,Lima,,Urbana,42.5,Q3,17.6,Alto,36.4,20014.0,0.414,0.337,2.0,0.0,2.0,True,78.8,,0.672,0.111,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
151028,Tanta,Yauyos,Lima,,Urbana,28.2,Q2,11.9,Alto,48.7,16933.0,0.186,0.278,1.0,1.0,0.0,True,84.6,,0.543,0.127,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150715,San Andres De Tupicocha,Huarochiri,Lima,,Rural,70.5,Q4,35.1,Medio,44.8,1899.0,0.241,0.621,0.0,0.0,1.0,False,44.3,,0.238,0.473,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
150141,Surquillo,Lima,Lima,,Rural,39.0,Q2,66.1,Bajo,44.9,3268.0,0.414,0.595,0.0,1.0,2.0,True,18.7,,0.464,0.319,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
150138,Santa Maria Del Mar,Lima,Lima,,Rural,77.5,Q4,72.3,Bajo,36.7,1978.0,0.296,0.741,0.0,1.0,2.0,True,41.4,,0.539,0.342,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
210309,San Gaban,Carabaya,Puno,,Rural,60.1,Q4,69.8,Bajo,40.1,4469.0,0.086,0.613,1.0,0.0,1.0,True,33.2,,0.431,0.349,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
120207,Heroinas Toledo,Concepcion,Junin,,Urbana,8.3,Q1,16.0,Alto,54.8,22163.0,0.474,0.264,1.0,0.0,0.0,True,73.3,,0.435,0.149,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010608,Milpuc,Rodriguez De Mendoza,Amazonas,,Rural,51.1,Q3,59.1,Bajo,37.4,948.0,0.224,0.601,2.0,0.0,3.0,True,43.6,,0.723,0.166,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
110502,Huancano,Pisco,Ica,,Rural,68.1,Q4,41.6,Medio,34.5,5978.0,0.211,0.66,0.0,0.0,1.0,True,37.5,,0.311,0.455,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
090105,Cuenca,Huancavelica,Huancavelica,,Rural,23.0,Q2,65.7,Bajo,34.9,2007.0,0.355,0.499,0.0,2.0,3.0,False,34.4,,0.497,0.251,Medio,,Adecuado,Riesgo medio sin CEM → Considerar punto de atención
080107,Saylla,Cusco,Cusco,,Urbana,28.8,Q2,23.7,Alto,36.8,49642.0,0.418,0.318,3.0,0.0,1.0,True,83.6,,0.685,0.1,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120409,Huaripampa,Jauja,Junin,,Rural,77.6,Q4,58.7,Bajo,45.2,3996.0,0.514,0.778,0.0,0.0,0.0,False,66.1,,0.173,0.643,Crítico,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
030608,Ranracancha,Chincheros,Apurimac,,Urbana,6.7,Q1,12.8,Alto,49.9,46690.0,0.373,0.196,0.0,1.0,1.0,False,63.5,,0.37,0.123,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030216,Talavera,Andahuaylas,Apurimac,,Rural,74.0,Q4,65.8,Bajo,48.2,3622.0,0.534,0.8,0.0,0.0,1.0,True,28.1,,0.327,0.538,Crítico,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
080103,Poroy,Cusco,Cusco,,Urbana,9.4,Q1,15.0,Alto,31.4,71635.0,0.4,0.209,0.0,0.0,2.0,True,82.8,,0.452,0.115,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120111,Chupuro,Huancayo,Junin,,Rural,46.6,Q3,43.0,Medio,40.0,3862.0,0.332,0.61,0.0,0.0,2.0,True,18.6,,0.459,0.33,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
081103,Challabamba,Paucartambo,Cusco,,Urbana,21.1,Q2,41.5,Medio,46.9,6916.0,0.562,0.375,0.0,0.0,0.0,True,87.4,,0.383,0.231,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150104,Barranco,Lima,Lima,,Urbana,17.8,Q1,14.5,Alto,35.0,47961.0,0.235,0.197,2.0,0.0,0.0,True,77.0,,0.552,0.088,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
151005,Azangaro,Yauyos,Lima,,Urbana,11.2,Q1,21.6,Alto,45.6,79767.0,0.064,0.159,1.0,0.0,0.0,True,75.1,,0.439,0.089,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150143,Villa Maria Del Triunfo,Lima,Lima,,Urbana,21.2,Q2,32.3,Medio,43.7,66300.0,0.179,0.228,0.0,1.0,3.0,True,75.7,,0.643,0.081,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150711,Langa,Huarochiri,Lima,,Rural,79.4,Q4,55.5,Bajo,39.9,5413.0,0.441,0.712,0.0,1.0,0.0,True,35.1,,0.342,0.468,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
120105,Chacapampa,Huancayo,Junin,,Rural,51.3,Q3,52.7,Bajo,32.4,2150.0,0.519,0.67,2.0,1.0,1.0,False,39.6,,0.408,0.397,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
060401,Chota,Chota,Cajamarca,,Urbana,22.5,Q2,19.9,Alto,38.0,62834.0,0.4,0.285,0.0,0.0,1.0,True,81.7,,0.452,0.156,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
010306,Florida,Bongara,Amazonas,,Urbana,20.3,Q2,8.2,Alto,29.4,79713.0,0.091,0.204,1.0,0.0,1.0,False,76.0,,0.378,0.127,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
160211,Teniente Cesar Lopez Rojas,Alto Amazonas,Loreto,,Urbana,28.1,Q2,5.4,Alto,36.8,15750.0,0.337,0.277,0.0,0.0,3.0,True,71.2,,0.617,0.106,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060807,Pomahuaca,Jaen,Cajamarca,,Urbana,29.9,Q2,20.6,Alto,31.4,62324.0,0.446,0.26,0.0,0.0,0.0,False,77.0,,0.183,0.212,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120108,Chongos Alto,Huancayo,Junin,,Rural,65.3,Q4,54.8,Bajo,50.7,5380.0,0.42,0.795,0.0,1.0,0.0,False,36.1,,0.106,0.711,Crítico,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
090704,Ahuaycha,Tayacaja,Huancavelica,,Rural,63.9,Q4,43.3,Medio,32.3,1370.0,0.25,0.597,1.0,0.0,1.0,True,50.9,,0.444,0.332,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
151018,Laraos,Yauyos,Lima,,Rural,49.3,Q3,55.1,Bajo,33.6,2943.0,0.565,0.613,0.0,0.0,1.0,True,33.7,,0.342,0.403,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
060804,Colasay,Jaen,Cajamarca,,Rural,41.3,Q3,45.0,Medio,33.2,5885.0,0.31,0.566,3.0,1.0,1.0,True,41.5,,0.686,0.178,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060810,San Felipe,Jaen,Cajamarca,,Urbana,26.7,Q2,22.9,Alto,48.8,66104.0,0.293,0.303,0.0,0.0,1.0,True,84.4,,0.448,0.167,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
060805,Huabal,Jaen,Cajamarca,,Rural,36.8,Q2,45.2,Medio,47.2,1910.0,0.501,0.556,1.0,1.0,3.0,True,41.5,,0.673,0.182,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
080104,San Jeronimo,Cusco,Cusco,,Rural,39.8,Q2,76.1,Muy bajo,33.9,2544.0,0.333,0.619,0.0,0.0,3.0,True,40.4,,0.534,0.288,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
081204,Ccarhuayo,Quispicanchi,Cusco,,Rural,53.1,Q3,56.2,Bajo,36.3,4986.0,0.71,0.657,1.0,1.0,3.0,False,34.7,,0.562,0.288,Alto,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
120423,Paccha,Jauja,Junin,,Rural,44.3,Q3,52.2,Bajo,48.3,4857.0,0.469,0.637,2.0,0.0,2.0,True,55.7,,0.629,0.236,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120420,Muqui,Jauja,Junin,,Urbana,11.6,Q1,14.3,Alto,50.6,84130.0,0.468,0.282,0.0,0.0,0.0,True,77.6,,0.37,0.178,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
170201,Manu,Manu,Madre De Dios,,Rural,46.8,Q3,40.9,Medio,24.2,3703.0,0.46,0.547,0.0,0.0,0.0,True,39.3,,0.279,0.394,Medio,,Medio,Riesgo medio sin CEM → Considerar punto de atención
150505,Chilca,Cañete,Lima,,Urbana,16.1,Q1,19.9,Alto,52.5,33433.0,0.098,0.246,0.0,0.0,2.0,True,79.7,,0.499,0.123,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120127,Quichuay,Huancayo,Junin,,Urbana,23.4,Q2,32.9,Medio,37.0,30826.0,0.542,0.238,1.0,0.0,1.0,True,81.0,,0.5,0.119,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120421,Muquiyauyo,Jauja,Junin,,Urbana,15.8,Q1,19.8,Alto,39.1,35884.0,0.432,0.284,1.0,0.0,2.0,False,77.4,,0.486,0.146,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150123,Pachacamac,Lima,Lima,,Rural,45.4,Q3,72.6,Bajo,37.8,3258.0,0.232,0.605,0.0,0.0,2.0,True,28.1,,0.372,0.38,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
120122,Ingenio,Huancayo,Junin,,Rural,46.5,Q3,59.3,Bajo,43.6,4825.0,0.102,0.567,0.0,0.0,3.0,True,37.8,,0.496,0.286,Alto,,Adecuado,Riesgo medio sin CEM → Considerar punto de atención
120428,San Lorenzo,Jauja,Junin,,Rural,27.9,Q2,30.8,Medio,40.5,358.0,0.568,0.547,0.0,0.0,2.0,True,48.1,,0.455,0.298,Medio,,Adecuado,Riesgo medio sin CEM → Considerar punto de atención
120407,El Mantaro,Jauja,Junin,,Rural,38.6,Q2,45.7,Medio,30.0,1879.0,0.385,0.57,0.0,0.0,0.0,True,38.9,,0.222,0.443,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
060801,Jaen,Jaen,Cajamarca,,Urbana,5.8,Q1,22.7,Alto,42.3,35020.0,0.402,0.213,0.0,0.0,0.0,True,78.7,,0.344,0.14,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150732,Surco,Huarochiri,Lima,,Rural,57.2,Q3,32.3,Medio,32.4,5514.0,0.772,0.589,0.0,0.0,1.0,False,25.3,,0.161,0.494,Alto,,Medio,Riesgo medio sin CEM → Considerar punto de atención
090508,San Miguel De Mayocc,Churcampa,Huancavelica,,Urbana,15.0,Q1,24.4,Alto,49.5,75021.0,0.451,0.249,0.0,1.0,2.0,True,80.1,,0.553,0.111,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120425,Parco,Jauja,Junin,,Urbana,43.2,Q3,32.8,Medio,36.5,58023.0,0.139,0.31,2.0,1.0,0.0,True,78.0,,0.607,0.122,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150807,Leoncio Prado,Huaura,Lima,,Urbana,32.5,Q2,8.4,Alto,40.5,58675.0,0.49,0.297,0.0,0.0,0.0,False,88.5,,0.182,0.243,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120607,Rio Negro,Satipo,Junin,,Rural,36.8,Q2,31.9,Medio,23.6,1925.0,0.66,0.495,0.0,0.0,4.0,True,31.7,,0.56,0.218,Medio,,Adecuado,Riesgo medio sin CEM → Considerar punto de atención
120708,San Pedro De Cajas,Tarma,Junin,,Rural,79.0,Q4,46.8,Medio,31.4,3608.0,0.315,0.632,0.0,0.0,1.0,False,21.3,,0.136,0.546,Alto,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
120501,Junin,Junin,Junin,,Urbana,11.7,Q1,11.5,Alto,47.4,22561.0,0.421,0.235,3.0,1.0,0.0,False,80.4,,0.482,0.122,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120503,Ondores,Junin,Junin,,Urbana,15.4,Q1,10.6,Alto,44.5,10382.0,0.464,0.227,1.0,0.0,0.0,False,72.4,,0.257,0.169,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120704,Huasahuasi,Tarma,Junin,,Rural,67.0,Q4,42.5,Medio,42.2,5244.0,0.241,0.635,0.0,1.0,3.0,True,49.4,,0.574,0.271,Alto,,Adecuado,Alto riesgo sin CEM → Priorizar implementación de CEM
150811,Sayan,Huaura,Lima,,Urbana,42.5,Q3,20.8,Alto,52.3,19587.0,0.688,0.257,1.0,0.0,3.0,True,78.1,,0.646,0.091,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
150112,Independencia,Lima,Lima,,Rural,58.7,Q3,60.5,Bajo,44.8,1495.0,0.639,0.698,1.0,0.0,2.0,True,34.6,,0.494,0.353,Alto,,Medio,Alta tolerancia social → Priorizar campañas de sensibilización
120901,Chupaca,Chupaca,Junin,,Rural,63.5,Q4,51.2,Bajo,24.1,2780.0,0.243,0.646,3.0,0.0,1.0,True,29.6,,0.598,0.26,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090713,Quishuar,Tayacaja,Huancavelica,,Rural,58.5,Q3,48.9,Medio,43.2,4076.0,0.586,0.641,2.0,1.0,4.0,True,50.8,,0.901,0.063,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120905,Huamancaca Chico,Chupaca,Junin,,Urbana,13.1,Q1,26.3,Medio,50.4,3837.0,0.242,0.266,0.0,0.0,0.0,True,72.0,,0.31,0.184,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
051108,Vischongo,Vilcas Huaman,Ayacucho,,Rural,43.1,Q3,63.9,Bajo,46.7,5116.0,0.403,0.582,0.0,0.0,1.0,False,28.8,,0.124,0.51,Alto,,Crítico,Riesgo medio sin CEM → Considerar punto de atención
050203,Los Morochucos,Cangallo,Ayacucho,,Urbana,25.2,Q2,11.2,Alto,53.3,56330.0,0.577,0.219,1.0,0.0,0.0,True,77.7,,0.425,0.126,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
050202,Chuschi,Cangallo,Ayacucho,,Rural,40.3,Q3,47.9,Medio,42.7,2023.0,0.481,0.619,3.0,0.0,1.0,False,53.5,,0.5,0.31,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
090505,La Merced,Churcampa,Huancavelica,,Urbana,22.4,Q2,13.2,Alto,38.4,44839.0,0.688,0.277,0.0,0.0,1.0,True,77.6,,0.444,0.154,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
120907,San Juan De Jarpa,Chupaca,Junin,,Urbana,23.5,Q2,19.2,Alto,33.7,74851.0,0.211,0.201,0.0,2.0,3.0,False,73.0,,0.581,0.084,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120902,Ahuac,Chupaca,Junin,,Urbana,14.7,Q1,10.2,Alto,32.5,27332.0,0.592,0.266,0.0,2.0,1.0,False,72.5,,0.426,0.153,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
151030,Tomas,Yauyos,Lima,,Rural,74.6,Q4,65.1,Bajo,56.4,558.0,0.451,0.751,0.0,1.0,3.0,True,20.9,,0.522,0.359,Crítico,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
150134,San Luis,Lima,Lima,,Rural,38.3,Q2,49.9,Medio,44.1,1212.0,0.136,0.517,0.0,1.0,2.0,True,41.8,,0.429,0.295,Medio,,Adecuado,Riesgo medio sin CEM → Considerar punto de atención
120604,Mazamari,Satipo,Junin,,Urbana,15.0,Q1,13.9,Alto,36.6,17648.0,0.615,0.208,0.0,2.0,0.0,False,72.9,,0.387,0.128,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
090504,El Carmen,Churcampa,Huancavelica,,Rural,50.6,Q3,57.3,Bajo,33.6,5411.0,0.318,0.562,3.0,0.0,4.0,False,44.6,,0.728,0.153,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150115,La Victoria,Lima,Lima,,Urbana,15.6,Q1,16.0,Alto,40.7,89122.0,0.591,0.28,1.0,0.0,2.0,True,83.9,,0.662,0.095,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030602,Anco_Huallo,Chincheros,Apurimac,,Urbana,19.7,Q1,20.6,Alto,42.0,82693.0,0.654,0.277,1.0,0.0,1.0,True,75.1,,0.55,0.125,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
150117,Los Olivos,Lima,Lima,,Urbana,13.5,Q1,34.0,Medio,53.2,36350.0,0.667,0.389,0.0,0.0,0.0,True,80.1,,0.356,0.251,Medio,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
100902,Codo Del Pozuzo,Puerto Inca,Huanuco,,Rural,71.1,Q4,59.7,Bajo,43.6,4241.0,0.172,0.528,2.0,2.0,2.0,True,45.0,,0.808,0.101,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
100904,Tournavista,Puerto Inca,Huanuco,,Urbana,16.4,Q1,18.3,Alto,41.2,39607.0,0.66,0.322,0.0,0.0,0.0,False,72.7,,0.174,0.266,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
250305,Alexander Von Humboldt,Padre Abad,Ucayali,,Rural,50.8,Q3,53.2,Bajo,44.8,5610.0,0.275,0.634,0.0,0.0,0.0,False,37.5,,0.104,0.568,Alto,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
250302,Irazola,Padre Abad,Ucayali,,Rural,29.3,Q2,56.7,Bajo,40.6,1469.0,0.211,0.538,3.0,1.0,0.0,True,19.2,,0.525,0.256,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
250304,Neshuya,Padre Abad,Ucayali,,Rural,38.4,Q2,48.9,Medio,47.5,1463.0,0.632,0.563,1.0,1.0,1.0,False,30.1,,0.333,0.376,Alto,,Medio,Alta tolerancia social → Priorizar campañas de sensibilización
250301,Padre Abad,Padre Abad,Ucayali,,Urbana,11.4,Q1,10.6,Alto,53.6,57815.0,0.464,0.155,0.0,0.0,2.0,True,81.9,,0.544,0.071,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
250303,Curimana,Padre Abad,Ucayali,,Rural,57.3,Q3,63.5,Bajo,41.8,5836.0,0.262,0.691,2.0,1.0,2.0,True,43.6,,0.707,0.202,Alto,,Adecuado,Mantener monitoreo y reforzar capacidades locales
100901,Puerto Inca,Puerto Inca,Huanuco,,Urbana,23.9,Q2,13.4,Alto,46.2,62956.0,0.391,0.268,3.0,0.0,0.0,True,79.2,,0.536,0.124,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
250106,Nueva Requena,Coronel Portillo,Ucayali,,Urbana,16.7,Q1,14.7,Alto,34.1,19940.0,0.738,0.277,2.0,0.0,2.0,False,72.0,,0.549,0.125,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
250102,Campoverde,Coronel Portillo,Ucayali,,Rural,51.0,Q3,66.0,Bajo,33.4,2561.0,0.382,0.637,0.0,0.0,1.0,True,40.1,,0.3,0.446,Alto,,Medio,Alto riesgo sin CEM → Priorizar implementación de CEM
080101,Cusco,Cusco,Cusco,,Rural,54.2,Q3,47.0,Medio,41.1,3840.0,0.576,0.691,0.0,0.0,0.0,True,20.8,,0.186,0.562,Alto,,Crítico,Alto riesgo sin CEM → Priorizar implementación de CEM
160601,Contamana,Ucayali,Loreto,,Urbana,19.8,Q1,19.8,Alto,34.7,65681.0,0.176,0.175,0.0,0.0,0.0,False,70.3,,0.123,0.153,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
130104,Huanchaco,Trujillo,La Libertad,,Urbana,24.6,Q2,31.8,Medio,42.1,22146.0,0.517,0.298,1.0,1.0,2.0,True,76.7,,0.665,0.1,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030601,Chincheros,Chincheros,Apurimac,,Rural,36.8,Q2,47.3,Medio,34.8,2368.0,0.269,0.53,3.0,0.0,2.0,True,31.0,,0.698,0.16,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
230408,Ticaco,Tarata,Tacna,,Urbana,19.5,Q1,27.7,Medio,40.7,88813.0,0.49,0.272,3.0,0.0,0.0,True,76.1,,0.609,0.106,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
030219,Kaquiabamba,Andahuaylas,Apurimac,,Urbana,9.5,Q1,44.2,Medio,33.8,35884.0,0.595,0.363,2.0,0.0,0.0,True,78.7,,0.522,0.174,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
120429,San Pedro De Chunan,Jauja,Junin,,Urbana,21.4,Q2,28.8,Medio,33.3,58961.0,0.169,0.165,0.0,2.0,0.0,True,78.8,,0.577,0.07,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
090408,Huamatambo,Castrovirreyna,Huancavelica,,Rural,56.9,Q3,58.5,Bajo,58.1,4456.0,0.21,0.567,1.0,0.0,2.0,False,36.4,,0.327,0.382,Alto,,Medio,Mantener monitoreo y reforzar capacidades locales
090312,Secclla,Angaraes,Huancavelica,,Rural,26.1,Q2,42.1,Medio,34.1,863.0,0.47,0.45,2.0,0.0,3.0,False,28.7,,0.508,0.221,Medio,,Adecuado,Mantener monitoreo y reforzar capacidades locales
150611,Sumbilca,Huaral,Lima,,Urbana,10.8,Q1,7.3,Alto,34.2,81566.0,0.643,0.25,0.0,0.0,1.0,True,76.2,,0.462,0.134,Bajo,,Adecuado,Alta tolerancia social → Priorizar campañas de sensibilización
170202,Fitzcarrald,Manu,Madre De Dios,,Urbana,22.0,Q2,9.8,Alto,47.0,27372.0,0.432,0.244,0.0,2.0,0.0,True,81.2,,0.552,0.109,Bajo,,Adecuado,Mantener monitoreo y reforzar capacidades locales
